m3c2_sn_erosion_volume_m3,dod_erosion_volume_m3,mean_slope_deg
-21.966304779052734,-22.914600372314453,32.97024154663086
-6.867801666259766,-3.005079507827759,38.47977828979492
-2.994298219680786,-3.1086764335632324,19.64518165588379
-6.7791972160339355,-7.630117893218994,27.67171287536621
-116.2199478149414,-122.55809020996094,30.13066291809082
-9.864809036254883,-11.22672176361084,30.890539169311523
-7.612114429473877,-6.363951206207275,37.58150100708008
-14.269495010375977,-10.29967212677002,24.746519088745117
-3.536637306213379,-3.2099380493164062,36.40288543701172
-4.352783679962158,-4.046712398529053,34.38866424560547
-13.494840621948242,-10.146650314331055,30.4086971282959
-6.540698051452637,-6.724993705749512,31.685163497924805
-164.92385864257812,-171.3781280517578,31.59996795654297
-576.3348388671875,-564.5703735351562,27.54295539855957
-523.1568603515625,-618.4938354492188,26.442276000976562
-71.1050796508789,-64.4356689453125,31.15391731262207
-82.48368072509766,-99.22079467773438,30.245397567749023
-214.05136108398438,-212.88577270507812,24.262676239013672
-16.9145450592041,-24.691814422607422,29.57713508605957
-45.88233184814453,-59.49460983276367,31.142410278320312
-1.1656118631362915,-0.2689749300479889,30.713163375854492
-2.1785285472869873,-5.876835346221924,30.088781356811523
-16.013099670410156,-14.335275650024414,29.993417739868164
-74.59003448486328,-95.5376205444336,27.90635108947754
-37.7101936340332,-22.561182022094727,24.377208709716797
-5.237094879150391,-8.041068077087402,34.18006896972656
-17.917434692382812,-22.634716033935547,41.846683502197266
-5.095846176147461,-5.859961986541748,35.188480377197266
-37.29060363769531,-42.66870880126953,24.56760597229004
-65.6512451171875,-73.8128662109375,29.68320083618164
-33.65635681152344,-40.607421875,29.85057258605957
-38.119014739990234,-51.67366027832031,38.516441345214844
-135.64942932128906,-153.29541015625,17.39658546447754
-17.14000701904297,-24.282917022705078,35.2889289855957
-22.833118438720703,-20.009756088256836,26.049562454223633
-61.33587646484375,-47.43959045410156,38.00703048706055
-94.68397521972656,-86.7405014038086,35.84381866455078
-61.158180236816406,-66.20501708984375,30.576311111450195
-14.640641212463379,-10.646382331848145,35.828575134277344
-21.956716537475586,-30.1778564453125,34.66798400878906
-6.410646438598633,-7.91226863861084,26.28616714477539
-27.650426864624023,-19.038846969604492,20.465242385864258
-10.504373550415039,-9.694757461547852,24.584623336791992
-61.4954719543457,-53.952388763427734,31.001934051513672
-6.270479202270508,-2.626965045928955,27.19944190979004
-138.38351440429688,-145.98202514648438,32.728572845458984
-32.7328987121582,-32.14492416381836,33.03429412841797
-72.28740692138672,-70.23143768310547,25.459341049194336
-26.954334259033203,-27.79751205444336,31.879919052124023
-23.664852142333984,-23.845539093017578,26.522537231445312
-35.90093231201172,-36.751766204833984,33.53934097290039
-72.2210693359375,-82.0876693725586,43.03889465332031
-27.410415649414062,-19.63643455505371,26.921775817871094
